Размер,Раздел,Категория,Бренд,Материал сумок,Цвет,Длина ручки,Наличие пыльника,Состояние товара,Продавец,Oskelly ID,Цена,Модель,Винтаж,Наличие коробки,Наличие сертификата
INT XS,Женское,Сумки через плечо,DOLCE&GABBANA,Кожа,Черный,Длинный ремень,,Отличное состояние,Частный продавец,2006155,53500,,,,
INT S,Женское,Сумки через плечо,LOUIS VUITTON PRE-OWNED,Кожа,Белый,Длинный ремень,Да,Хорошее состояние,Частный продавец,1831160,110000,,,,
INT U,Женское,Сумки тоут,TORY BURCH,Кожа,Зеленый,Длинный ремень,,Новое с биркой,Частный продавец,2013357,60000,,,,
INT M,Женское,Сумки тоут,LOUIS VUITTON PRE-OWNED,Кожа,Темно-синий,Средние ручки,,Хорошее состояние,Частный продавец,1761604,75000,,,,
INT S,Женское,Сумки через плечо,GUCCI,Кожа,Красный,Длинный ремень,Да,Отличное состояние,Частный продавец,1346572,70000,GG Marmont,,,
INT U,Женское,Сумки через плечо,TORY BURCH,Кожа,Белый,Длинный ремень,,Новое с биркой,Частный продавец,2008396,48910,,,,
INT M,Женское,Сумки через плечо,VALENTINO,Кожа,Горчичный,Длинный ремень,Да,Новое с биркой,Частный продавец,2023303,315000,,,,
INT M,Женское,Сумки тоут,GUCCI,Экзотическая кожа,Другое,Длинный ремень,Да,Отличное состояние,Частный продавец,1806777,110000,,,,
INT M,Женское,Сумки тоут,CHANEL PRE-OWNED,Кожа,Фиолетовый,Средние ручки,,Отличное состояние,Частный продавец,1289125,95000,,,,Да
INT M,Женское,Сумки через плечо,VALENTINO,Кожа,Белый,Длинный ремень,Да,Новое с биркой,Частный продавец,2023350,315000,,,,
INT M,Женское,Сумки через плечо,GUCCI,Кожа,Другое,Длинный ремень,Да,Хорошее состояние,Частный продавец,1722564,95000,GG Marmont,,,
INT M,Женское,Сумки через плечо,GUCCI,Лакированная кожа,Фуксия,Длинный ремень,Да,Отличное состояние,Частный продавец,1733533,65000,Soho,,,
INT U,Женское,Сумки через плечо,EMPORIO ARMANI,Искусственная кожа,Голубой,Длинный ремень,,Новое с биркой,Бутик,2023439,26900,,,,
INT U,Женское,Сумки тоут,PRADA,Кожа,Коричневый,Средние ручки,,Новое с биркой,Частный продавец,2034338,365357,,,,
INT L,Женское,Сумки тоут,LOUIS VUITTON PRE-OWNED,Лакированная кожа,Другое,Средние ручки,,Хорошее состояние,Частный продавец,1990956,37000,,,,
INT M,Женское,Сумки тоут,LOUIS VUITTON PRE-OWNED,Лакированная кожа,Желтый,Средние ручки,,Хорошее состояние,Частный продавец,1843577,17000,,,,
INT XL,Женское,Сумки через плечо,VALENTINO,Деним,Красный,Средние ручки,,Хорошее состояние,Частный продавец,1232787,40500,,Да,,
INT U,Женское,Сумки с короткими ручками,MIU MIU,Кожа,Фиолетовый,Длинный ремень,,Новое с биркой,Частный продавец,2034314,192262,,,,
INT U,Женское,Аксессуары для сумок,HERMES PRE-OWNED,Другое,Другое,Длинный ремень,,Новое с биркой,Частный продавец,2032560,164000,,,,
INT M,Женское,Сумки с короткими ручками,HERMES PRE-OWNED,Другое,Черный,Длинный ремень,,Новое с биркой,Частный продавец,2032206,462000,Herbag,,,
INT S,Женское,Клатчи и вечерние сумки,BOTTEGA VENETA,Кожа,Черный,Длинный ремень,,Новое с биркой,Частный продавец,2031211,100000,,,,
INT S,Женское,Сумки с короткими ручками,HERMES PRE-OWNED,Другое,Оранжевый,Длинный ремень,Да,Новое с биркой,Частный продавец,2032493,470000,Herbag,,Да,
INT L,Женское,Сумки с короткими ручками,HERMES PRE-OWNED,Другое,Черный,Длинный ремень,Да,Новое с биркой,Частный продавец,2033144,525000,Herbag,,Да,
INT S,Женское,Сумки с короткими ручками,LORO PIANA,Кожа,Коричневый,Короткие ручки,,Новое с биркой,Частный продавец,2031368,390000,,,,
INT XS,Женское,Сумки тоут,HERMES PRE-OWNED,Кожа,Бежевый,Короткие ручки,,Новое с биркой,Частный продавец,1985836,350000,Picotin,,,
INT S,Женское,Сумки с короткими ручками,HERMES PRE-OWNED,Шелк,Темно-синий,Короткие ручки,Да,Новое с биркой,Частный продавец,2032352,334000,,,Да,
INT S,Женское,Сумки с короткими ручками,GUCCI,Ткань,Черный,Короткие ручки,Да,Новое с биркой,Частный продавец,2033886,170000,Horsebit,,Да,
INT U,Женское,Сумки с короткими ручками,HERMES PRE-OWNED,Другое,Бордовый,Длинный ремень,Да,Новое с биркой,Частный продавец,2032432,365000,Herbag,,Да,Да
INT L,Женское,Сумки тоут,BALENCIAGA,Кожа,Черный,Средние ручки,Да,Новое с биркой,Частный продавец,2033525,320000,Hourglass,,,
INT S,Женское,Сумки через плечо,PINKO,Кожа,Серый,Длинный ремень,,Отличное состояние,Частный продавец,2031176,42670,,,,
INT U,Женское,Сумки тоут,JACQUEMUS,Кожа,Желтый,Длинный ремень,Да,Новое с биркой,Частный продавец,1822844,55000,Le Chiquito,,,
INT S,Женское,Сумки через плечо,GUCCI,Ткань,Бежевый,Длинный ремень,Да,Новое с биркой,Частный продавец,2031103,180000,,,,
