Размер,Раздел,Категория,Бренд,Материал сумок,Цвет,Длина ручки,Наличие пыльника,Состояние товара,Продавец,Цена,Модель,Винтаж,Наличие коробки,Наличие сертификата
INT S,Женское,Сумки через плечо,GUCCI,Ткань,Бежевый,Длинный ремень,1,Новое с биркой,Частный продавец,180000,Ordinary,0,0,0
INT U,Женское,Сумки через плечо,EMPORIO ARMANI,Другое,Черный,Длинный ремень,0,Новое с биркой,Бутик,35630,Ordinary,0,0,0
INT S,Женское,Сумки через плечо,OFF-WHITE,Кожа,Белый,Длинный ремень,0,Отличное состояние,Частный продавец,40000,Ordinary,0,0,0
INT S,Женское,Сумки тоут,BOTTEGA VENETA,Кожа,Черный,Длинный ремень,0,Отличное состояние,Частный продавец,166500,Arco,0,0,0
INT U,Женское,Сумки через плечо,PINKO,Другое,Черный,Длинный ремень,0,Новое с биркой,Бутик,46830,Ordinary,0,0,0
INT U,Женское,Сумки через плечо,EMPORIO ARMANI,Искусственная кожа,Розовый,Средние ручки,0,Новое с биркой,Бутик,19530,Ordinary,0,0,0
INT M,Женское,Сумки через плечо,VICTORIA BECKHAM,Кожа,Синий,Длинный ремень,0,Отличное состояние,Частный продавец,17000,Ordinary,0,0,0
INT S,Женское,Сумки тоут,LOUIS VUITTON PRE-OWNED,Кожа,Красный,Длинный ремень,0,Отличное состояние,Частный продавец,175000,Twist,0,0,0
INT S,Женское,Сумки через плечо,FENDI,Кожа,Голубой,Длинный ремень,1,Новое с биркой,Частный продавец,173000,Ordinary,0,1,0
INT U,Женское,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Черный,Длинный ремень,0,Отличное состояние,Частный продавец,125000,Ordinary,0,0,0
INT S,Женское,Поясные сумки,GUCCI,Кожа,Коричневый,Средние ручки,1,Отличное состояние,Частный продавец,55000,Ordinary,0,0,0
INT XS,Женское,Сумки через плечо,FENDI,Кожа,Коричневый,Длинный ремень,1,Новое с биркой,Частный продавец,210000,Ordinary,0,0,0
INT XS,Женское,Поясные сумки,KENZO,Ткань,Бежевый,Длинный ремень,0,Отличное состояние,Частный продавец,11300,Ordinary,0,0,0
INT S,Женское,Рюкзаки,HERMES PRE-OWNED,Кожа,Коричневый,Длинный ремень,0,Новое с биркой,Частный продавец,1100000,Kelly,0,0,0
INT S,Женское,Сумки через плечо,MICHAEL KORS,Искусственная кожа,Бежевый,Длинный ремень,1,Новое с биркой,Бутик,18390,Ordinary,0,0,0
INT M,Женское,Сумки с короткими ручками,MICHAEL KORS,Другое,Черный,Средние ручки,0,Новое с биркой,Бутик,12390,Ordinary,0,0,0
INT M,Женское,Сумки через плечо,MICHAEL KORS,Кожа,Черный,Длинный ремень,0,Новое с биркой,Частный продавец,18000,Ordinary,0,0,0
INT M,Женское,Сумки с короткими ручками,HERMES PRE-OWNED,Другое,Желтый,Длинный ремень,1,Новое с биркой,Частный продавец,373000,Herbag,0,1,1
INT U,Женское,Сумки с короткими ручками,MIU MIU,Другое,Черный,Короткие ручки,0,Новое с биркой,Частный продавец,108706,Ordinary,0,0,0
INT M,Женское,Сумки через плечо,GUCCI,Кожа,Черный,Длинный ремень,0,Новое с биркой,Частный продавец,190000,Ordinary,0,0,0
INT S,Женское,Сумки через плечо,GUCCI,Кожа,Белый,Длинный ремень,0,Новое с биркой,Частный продавец,180000,GG,0,0,0
INT S,Женское,Сумки через плечо,BALENCIAGA,Другое,Бежевый,Длинный ремень,0,Новое с биркой,Частный продавец,160000,Hourglass,0,0,0
INT S,Женское,Сумки через плечо,BALENCIAGA,Кожа,Черный,Длинный ремень,1,Новое с биркой,Частный продавец,220000,BB,0,0,0
INT U,Женское,Сумки тоут,SAINT LAURENT,Кожа,Хаки,Средние ручки,1,Новое с биркой,Частный продавец,330000,Le 5 a 7,0,0,0
INT U,Женское,Сумки с короткими ручками,NEOUS,Кожа,Черный,Длинный ремень,0,Новое с биркой,Бутик,105000,Ordinary,0,0,0
INT U,Женское,Сумки с короткими ручками,MIU MIU,Плетение,Бежевый,Короткие ручки,0,Новое с биркой,Частный продавец,108706,Ordinary,0,0,0
INT M,Женское,Сумки через плечо,BALENCIAGA,Кожа,Черный,Длинный ремень,1,Новое с биркой,Частный продавец,290000,Crush,0,0,0
INT M,Женское,Сумки через плечо,HERMES PRE-OWNED,Кожа,Голубой,Длинный ремень,1,Отличное состояние,Частный продавец,299000,Evelyne,0,0,0
INT S,Женское,Сумки с короткими ручками,JACQUEMUS,Кожа,Бежевый,Длинный ремень,1,Новое с биркой,Частный продавец,110000,Le Chiquito,0,0,0
INT U,Женское,Сумки с короткими ручками,PRADA,Другое,Черный,Короткие ручки,1,Новое с биркой,Частный продавец,250000,Ordinary,0,0,0
INT U,Женское,Аксессуары для сумок,FENDI,Кожа,Бежевый,Длинный ремень,0,Отличное состояние,Частный продавец,14500,Ordinary,0,0,0
INT U,Женское,Сумки с короткими ручками,CELINE PRE-OWNED,Кожа,Черный,Короткие ручки,1,Новое с биркой,Частный продавец,436900,Ordinary,0,0,1
INT L,Женское,Сумки с короткими ручками,VERSACE,Кожа,Красный,Короткие ручки,1,Отличное состояние,Частный продавец,69000,La Medusa,0,0,0
INT U,Женское,Сумки тоут,PRADA,Кожа,Бежевый,Средние ручки,0,Хорошее состояние,Частный продавец,30500,Ordinary,1,0,0
INT U,Женское,Сумки тоут,MIU MIU,Другое,Бежевый,Средние ручки,0,Новое с биркой,Частный продавец,228577,Ordinary,0,0,0
INT U,Женское,Пляжные сумки,JACQUEMUS,Плетение,Бежевый,Длинный ремень,1,Новое с биркой,Частный продавец,60990,Ordinary,0,0,1
INT M,Женское,Сумки через плечо,HERMES PRE-OWNED,Ткань,Желтый,Длинный ремень,0,Хорошее состояние,Частный продавец,210000,Herbag,0,0,0
INT M,Женское,Сумки с короткими ручками,CELINE PRE-OWNED,Кожа,Другое,Короткие ручки,1,Хорошее состояние,Частный продавец,35000,Ordinary,1,1,1
INT U,Женское,Сумки тоут,MIU MIU,Другое,Бежевый,Средние ручки,0,Новое с биркой,Частный продавец,185300,Ordinary,0,0,0
INT M,Женское,Сумки с короткими ручками,CELINE PRE-OWNED,Кожа,Бежевый,Короткие ручки,0,Отличное состояние,Частный продавец,55000,Ordinary,0,0,0
